index,animal,dob,sex,trauma,mildstressor,group,annotation_labels,annotation_names,annotation_abrv,parent_labels,parent_names,graph_order,count,gray,parcellation_group,volumes,count_vox
4365,ms_09,4/21/20,M,Trauma,Stressor,Trauma,774,"Retrosplenial area, lateral agranular part, layer 5",RSPagl5,894,"Retrosplenial area, lateral agranular part",301,402,1.0,cortical_plate,24606,0.01633747866374055
4366,ms_09,4/21/20,M,Trauma,Stressor,Trauma,363,"Prelimbic area, layer 5",PL5,972,Prelimbic area,242,259,1.0,cortical_plate,28852,0.008976847358935256
4367,ms_09,4/21/20,M,Trauma,Stressor,Trauma,286,Suprachiasmatic nucleus,SCH,141,Periventricular region,752,399,1.0,diencephalon,6273,0.06360593017694882
4368,ms_09,4/21/20,M,Trauma,Stressor,Trauma,163,"Agranular insular area, posterior part, layer 2/3",AIp2/3,111,"Agranular insular area, posterior part",287,392,1.0,cortical_plate,33257,0.01178699221216586
4369,ms_09,4/21/20,M,Trauma,Stressor,Trauma,180,"Gustatory areas, layer 2/3",GU2/3,1057,Gustatory areas,109,386,1.0,cortical_plate,43435,0.008886842408196155
4370,ms_09,4/21/20,M,Trauma,Stressor,Trauma,38,Paraventricular hypothalamic nucleus,PVH,157,Periventricular zone,720,385,1.0,diencephalon,15889,0.024230599786015484
4371,ms_09,4/21/20,M,Trauma,Stressor,Trauma,1105,Intercalated amygdalar nucleus,IA,278,Striatum-like amygdalar nuclei,599,382,1.0,cerebral_nuclei,12448,0.030687660668380464
4372,ms_09,4/21/20,M,Trauma,Stressor,Trauma,702,"Primary somatosensory area, nose, layer 5",SSp-n5,353,"Primary somatosensory area, nose",48,380,1.0,cortical_plate,55951,0.0067916569855766655
4373,ms_09,4/21/20,M,Trauma,Stressor,Trauma,935,"Anterior cingulate area, dorsal part, layer 1",ACAd1,39,"Anterior cingulate area, dorsal part",227,355,1.0,cortical_plate,34249,0.010365266139157347
4374,ms_09,4/21/20,M,Trauma,Stressor,Trauma,1111,"Primary somatosensory area, trunk, layer 5",SSp-tr5,361,"Primary somatosensory area, trunk",90,396,1.0,cortical_plate,25067,0.015797662265129454
4375,ms_09,4/21/20,M,Trauma,Stressor,Trauma,478,"Primary somatosensory area, lower limb, layer 6a",SSp-ll6a,337,"Primary somatosensory area, lower limb",70,259,1.0,cortical_plate,24511,0.010566684345803925
4376,ms_09,4/21/20,M,Trauma,Stressor,Trauma,298,Magnocellular nucleus,MA,835,"Pallidum, ventral region",614,402,1.0,cerebral_nuclei,21620,0.018593894542090657
4377,ms_09,4/21/20,M,Trauma,Stressor,Trauma,173,Retrochiasmatic area,RCH,290,Hypothalamic lateral zone,795,250,1.0,diencephalon,16634,0.015029457737164843
4378,ms_09,4/21/20,M,Trauma,Stressor,Trauma,100,Interpeduncular nucleus,IPN,165,Midbrain raphe nuclei,862,225,1.0,midbrain,22723,0.009901861549971394
4379,ms_09,4/21/20,M,Trauma,Stressor,Trauma,786,"Temporal association areas, layer 6b",TEa6b,541,Temporal association areas,366,223,1.0,cortical_plate,8572,0.026014932337844143
4380,ms_09,4/21/20,M,Trauma,Stressor,Trauma,433,"Anteromedial visual area, layer 5",VISam5,394,Anteromedial visual area,175,222,1.0,cortical_plate,13976,0.015884373211219233
4381,ms_09,4/21/20,M,Trauma,Stressor,Trauma,475,Medial geniculate complex,MG,1008,"Geniculate group, dorsal thalamus",658,221,1.0,diencephalon,30179,0.007322972928195103
4382,ms_09,4/21/20,M,Trauma,Stressor,Trauma,292,Bed nucleus of the accessory olfactory tract,BA,278,Striatum-like amygdalar nuclei,594,217,1.0,cerebral_nuclei,4769,0.045502201719438036
4383,ms_09,4/21/20,M,Trauma,Stressor,Trauma,162,Laterodorsal tegmental nucleus,LDT,1117,"Pons, behavioral state related",912,213,1.0,hindbrain,7472,0.02850642398286938
4384,ms_09,4/21/20,M,Trauma,Stressor,Trauma,260,"Nucleus of the lateral olfactory tract, molecular layer",NLOT1,619,Nucleus of the lateral olfactory tract,423,209,1.0,cortical_plate,10457,0.01998661183895955
4385,ms_09,4/21/20,M,Trauma,Stressor,Trauma,1021,"Secondary motor area, layer 6a",MOs6a,993,Secondary motor area,28,225,1.0,cortical_plate,79750,0.0028213166144200625
4386,ms_09,4/21/20,M,Trauma,Stressor,Trauma,783,"Agranular insular area, dorsal part, layer 6a",AId6a,104,"Agranular insular area, dorsal part",283,198,1.0,cortical_plate,19039,0.010399705866904774
4387,ms_09,4/21/20,M,Trauma,Stressor,Trauma,96,Dorsal cochlear nucleus,DCO,607,Cochlear nuclei,924,195,1.0,hindbrain,37734,0.005167753219907776
4388,ms_09,4/21/20,M,Trauma,Stressor,Trauma,1102,"Primary somatosensory area, mouth, layer 6a",SSp-m6a,345,"Primary somatosensory area, mouth",77,192,1.0,cortical_plate,79118,0.002426754973583761
4389,ms_09,4/21/20,M,Trauma,Stressor,Trauma,616,Cuneiform nucleus,CUN,323,"Midbrain, motor related",845,191,1.0,midbrain,18893,0.010109564388927116
4390,ms_09,4/21/20,M,Trauma,Stressor,Trauma,950,"Primary somatosensory area, mouth, layer 4",SSp-m4,345,"Primary somatosensory area, mouth",75,191,1.0,cortical_plate,57011,0.003350230657241585
4391,ms_09,4/21/20,M,Trauma,Stressor,Trauma,1052,Pedunculopontine nucleus,PPN,348,"Midbrain, behavioral state related",859,185,1.0,midbrain,29476,0.0062762925770118065
4392,ms_09,4/21/20,M,Trauma,Stressor,Trauma,588,"Anterior cingulate area, ventral part, layer 1",ACAv1,48,"Anterior cingulate area, ventral part",233,182,1.0,cortical_plate,33890,0.005370315727353202
4393,ms_09,4/21/20,M,Trauma,Stressor,Trauma,491,Medial mammillary nucleus,MM,331,Mammillary body,764,257,1.0,diencephalon,36227,0.007094156292268197
4394,ms_09,4/21/20,M,Trauma,Stressor,Trauma,234,"Temporal association areas, layer 4",TEa4,541,Temporal association areas,363,196,1.0,cortical_plate,14555,0.01346616283064239
4395,ms_09,4/21/20,M,Trauma,Stressor,Trauma,902,"Posterolateral visual area, layer 5",VISpl5,425,Posterolateral visual area,196,228,1.0,cortical_plate,14368,0.01586859688195991
4396,ms_09,4/21/20,M,Trauma,Stressor,Trauma,1010,"Visceral area, layer 4",VISC4,677,Visceral area,117,208,1.0,cortical_plate,12560,0.016560509554140127
4397,ms_09,4/21/20,M,Trauma,Stressor,Trauma,694,"Agranular insular area, ventral part, layer 2/3",AIv2/3,119,"Agranular insular area, ventral part",293,240,1.0,cortical_plate,39670,0.00604991177211999
4398,ms_09,4/21/20,M,Trauma,Stressor,Trauma,422,"Subparafascicular nucleus, parvicellular part",SPFp,406,Subparafascicular nucleus,654,241,1.0,diencephalon,16827,0.014322220241278896
4399,ms_09,4/21/20,M,Trauma,Stressor,Trauma,364,Parasubthalamic nucleus,PSTN,290,Hypothalamic lateral zone,793,239,1.0,diencephalon,3901,0.06126634196359908
4400,ms_09,4/21/20,M,Trauma,Stressor,Trauma,772,"Anterior cingulate area, ventral part, layer 5",ACAv5,48,"Anterior cingulate area, ventral part",235,234,1.0,cortical_plate,37081,0.006310509425312154
4401,ms_09,4/21/20,M,Trauma,Stressor,Trauma,525,Supramammillary nucleus,SUM,331,Mammillary body,766,233,1.0,diencephalon,12409,0.01877669433475703
4402,ms_09,4/21/20,M,Trauma,Stressor,Trauma,800,"Agranular insular area, ventral part, layer 5",AIv5,119,"Agranular insular area, ventral part",294,230,1.0,cortical_plate,25696,0.008950809464508094
4403,ms_09,4/21/20,M,Trauma,Stressor,Trauma,133,"Periventricular hypothalamic nucleus, preoptic part",PVpo,141,Periventricular region,750,243,1.0,diencephalon,5380,0.04516728624535316
4404,ms_09,4/21/20,M,Trauma,Stressor,Trauma,328,"Agranular insular area, dorsal part, layer 2/3",AId2/3,104,"Agranular insular area, dorsal part",281,241,1.0,cortical_plate,70598,0.003413694438935947
4405,ms_09,4/21/20,M,Trauma,Stressor,Trauma,565,"posteromedial visual area, layer 5",VISpm5,533,posteromedial visual area,203,245,1.0,cortical_plate,16877,0.014516798009124844
4406,ms_09,4/21/20,M,Trauma,Stressor,Trauma,1007,Simple lobule,SIM,1073,Hemispheric regions,1047,249,1.0,cerebellum,351345,0.0007087051189002263
4407,ms_09,4/21/20,M,Trauma,Stressor,Trauma,651,Nucleus of the solitary tract,NTS,386,"Medulla, sensory related",931,249,1.0,hindbrain,31890,0.007808090310442145
4408,ms_09,4/21/20,M,Trauma,Stressor,Trauma,814,Dorsal peduncular area,DP,698,Olfactory areas,410,246,1.0,cortical_plate,15028,0.016369443705083843
4409,ms_09,4/21/20,M,Trauma,Stressor,Trauma,483,Medial habenula,MH,958,Epithalamus,712,240,1.0,diencephalon,19039,0.012605704081096696
4410,ms_10,4/21/20,M,Trauma,Stressor,Trauma,460,Midbrain trigeminal nucleus,MEV,339,"Midbrain, sensory related",815,29,1.0,midbrain,2226,0.01302785265049416
4411,ms_10,4/21/20,M,Trauma,Stressor,Trauma,230,Nucleus raphe pallidus,RPA,379,"Medulla, behavioral state related",995,16,1.0,hindbrain,2242,0.007136485280999108
4412,ms_10,4/21/20,M,Trauma,Stressor,Trauma,759,"Posterior auditory area, layer 4",AUDpo4,1027,Posterior auditory area,146,29,1.0,cortical_plate,1356,0.021386430678466076
4413,ms_10,4/21/20,M,Trauma,Stressor,Trauma,333,Septohippocampal nucleus,SH,275,Lateral septal complex,591,29,1.0,cerebral_nuclei,2365,0.01226215644820296
4414,ms_10,4/21/20,M,Trauma,Stressor,Trauma,1085,"Secondary motor area, layer 6b",MOs6b,993,Secondary motor area,29,28,1.0,cortical_plate,5942,0.004712218108381017
4415,ms_10,4/21/20,M,Trauma,Stressor,Trauma,706,Olivary pretectal nucleus,OP,1100,Pretectal region,841,28,1.0,midbrain,5117,0.005471956224350205
4416,ms_10,4/21/20,M,Trauma,Stressor,Trauma,1114,"Anterolateral visual area, layer 4",VISal4,402,Anterolateral visual area,167,18,1.0,cortical_plate,4975,0.0036180904522613066
4417,ms_10,4/21/20,M,Trauma,Stressor,Trauma,1,"Tuberomammillary nucleus, ventral part",TMv,557,Tuberomammillary nucleus,771,27,1.0,diencephalon,1884,0.014331210191082803
4418,ms_10,4/21/20,M,Trauma,Stressor,Trauma,206,Nucleus raphe magnus,RM,379,"Medulla, behavioral state related",994,29,1.0,hindbrain,8135,0.0035648432698217577
4419,ms_10,4/21/20,M,Trauma,Stressor,Trauma,36,"Gustatory areas, layer 1",GU1,1057,Gustatory areas,108,30,1.0,cortical_plate,28255,0.0010617589807113785
4420,ms_10,4/21/20,M,Trauma,Stressor,Trauma,903,External cuneate nucleus,ECU,386,"Medulla, sensory related",929,30,1.0,hindbrain,5822,0.005152868430092752
4421,ms_10,4/21/20,M,Trauma,Stressor,Trauma,189,Rhomboid nucleus,RH,51,Intralaminar nuclei of the dorsal thalamus,697,31,1.0,diencephalon,4099,0.007562820200048792
4422,ms_10,4/21/20,M,Trauma,Stressor,Trauma,763,Vascular organ of the lamina terminalis,OV,141,Periventricular region,745,31,1.0,diencephalon,755,0.04105960264900662
4423,ms_10,4/21/20,M,Trauma,Stressor,Trauma,356,Preparasubthalamic nucleus,PST,290,Hypothalamic lateral zone,792,31,1.0,diencephalon,912,0.03399122807017544
4424,ms_10,4/21/20,M,Trauma,Stressor,Trauma,305,"Primary visual area, layer 6b",VISp6b,385,Primary visual area,191,31,1.0,cortical_plate,10335,0.0029995162070633767
4425,ms_10,4/21/20,M,Trauma,Stressor,Trauma,269,"Posterolateral visual area, layer 2/3",VISpl2/3,425,Posterolateral visual area,194,32,1.0,cortical_plate,9689,0.003302714418412633
4426,ms_10,4/21/20,M,Trauma,Stressor,Trauma,930,Parafascicular nucleus,PF,51,Intralaminar nuclei of the dorsal thalamus,701,32,1.0,diencephalon,26914,0.0011889722820836739
4427,ms_10,4/21/20,M,Trauma,Stressor,Trauma,839,Dorsal motor nucleus of the vagus nerve,DMX,370,"Medulla, motor related",956,32,1.0,hindbrain,5665,0.005648720211827008
4429,ms_10,4/21/20,M,Trauma,Stressor,Trauma,1010,"Visceral area, layer 4",VISC4,677,Visceral area,117,29,1.0,cortical_plate,12560,0.0023089171974522292
4430,ms_10,4/21/20,M,Trauma,Stressor,Trauma,1031,"Globus pallidus, internal segment",GPi,818,"Pallidum, dorsal region",611,26,1.0,cerebral_nuclei,27122,0.0009586313693680408
4431,ms_10,4/21/20,M,Trauma,Stressor,Trauma,653,Abducens nucleus,VI,370,"Medulla, motor related",948,21,1.0,hindbrain,1290,0.01627906976744186
4432,ms_10,4/21/20,M,Trauma,Stressor,Trauma,819,"Anterior cingulate area, ventral part, 6b",ACAv6b,48,"Anterior cingulate area, ventral part",237,25,1.0,cortical_plate,4443,0.005626828719333784
4433,ms_10,4/21/20,M,Trauma,Stressor,Trauma,30,"Periventricular hypothalamic nucleus, anterior part",PVa,157,Periventricular zone,731,18,1.0,diencephalon,816,0.022058823529411766
4434,ms_10,4/21/20,M,Trauma,Stressor,Trauma,35,Oculomotor nucleus,III,323,"Midbrain, motor related",847,18,1.0,midbrain,2303,0.007815892314372557
4435,ms_10,4/21/20,M,Trauma,Stressor,Trauma,461,"Primary somatosensory area, trunk, layer 6b",SSp-tr6b,361,"Primary somatosensory area, trunk",92,18,1.0,cortical_plate,2045,0.008801955990220049
4436,ms_10,4/21/20,M,Trauma,Stressor,Trauma,235,Lateral reticular nucleus,LRN,370,"Medulla, motor related",964,19,1.0,hindbrain,31634,0.0006006195865208321
4437,ms_10,4/21/20,M,Trauma,Stressor,Trauma,1074,"Anterolateral visual area, layer 1",VISal1,402,Anterolateral visual area,165,20,1.0,cortical_plate,5504,0.003633720930232558
4438,ms_10,4/21/20,M,Trauma,Stressor,Trauma,429,"Spinal nucleus of the trigeminal, caudal part",SPVC,386,"Medulla, sensory related",937,20,1.0,hindbrain,84534,0.0002365911940757565
4439,ms_10,4/21/20,M,Trauma,Stressor,Trauma,249,"Posterior auditory area, layer 6a",AUDpo6a,1027,Posterior auditory area,148,21,1.0,cortical_plate,1307,0.016067329762815608
4440,ms_10,4/21/20,M,Trauma,Stressor,Trauma,114,"Superior olivary complex, lateral part",SOCl,398,Superior olivary complex,889,17,1.0,hindbrain,12408,0.0013700838168923275
4441,ms_10,4/21/20,M,Trauma,Stressor,Trauma,907,Paracentral nucleus,PCN,51,Intralaminar nuclei of the dorsal thalamus,699,25,1.0,diencephalon,16836,0.0014849132810643858
4442,ms_10,4/21/20,M,Trauma,Stressor,Trauma,1030,"Primary somatosensory area, lower limb, layer 1",SSp-ll1,337,"Primary somatosensory area, lower limb",66,17,1.0,cortical_plate,13610,0.001249081557678178
4443,ms_10,4/21/20,M,Trauma,Stressor,Trauma,169,Nucleus prepositus,PRP,154,Perihypoglossal nuclei,979,16,1.0,hindbrain,10012,0.0015980823012385138
4444,ms_10,4/21/20,M,Trauma,Stressor,Trauma,148,"Gustatory areas, layer 4",GU4,1057,Gustatory areas,110,33,1.0,cortical_plate,12954,0.0025474756831866605
4445,ms_10,4/21/20,M,Trauma,Stressor,Trauma,1022,"Globus pallidus, external segment",GPe,818,"Pallidum, dorsal region",610,21,1.0,cerebral_nuclei,103116,0.00020365413708832772
4446,ms_10,4/21/20,M,Trauma,Stressor,Trauma,68,"Frontal pole, layer 1",FRP1,184,"Frontal pole, cerebral cortex",7,17,1.0,cortical_plate,41158,0.000413042421886389
4447,ms_10,4/21/20,M,Trauma,Stressor,Trauma,661,Facial motor nucleus,VII,370,"Medulla, motor related",950,22,1.0,hindbrain,51799,0.00042471862391165854
4448,ms_10,4/21/20,M,Trauma,Stressor,Trauma,846,Dentate nucleus,DN,519,Cerebellar nuclei,1082,22,1.0,cerebellum,21468,0.0010247810694987889
4449,ms_10,4/21/20,M,Trauma,Stressor,Trauma,893,"Supplemental somatosensory area, layer 6b",SSs6b,378,Supplemental somatosensory area,106,23,1.0,cortical_plate,8102,0.0028388052332757345
4450,ms_10,4/21/20,M,Trauma,Stressor,Trauma,421,"Lateral visual area, layer 1",VISl1,409,Lateral visual area,179,25,1.0,cortical_plate,9779,0.0025564986194907455
4451,ms_10,4/21/20,M,Trauma,Stressor,Trauma,849,"Visceral area, layer 6b",VISC6b,677,Visceral area,120,17,1.0,cortical_plate,2660,0.006390977443609023
4452,ms_10,4/21/20,M,Trauma,Stressor,Trauma,621,Motor nucleus of trigeminal,V,987,"Pons, motor related",902,33,1.0,hindbrain,24252,0.0013607125185551706
4453,ms_10,4/21/20,M,Trauma,Stressor,Trauma,271,Nucleus sagulum,SAG,339,"Midbrain, sensory related",813,43,1.0,midbrain,5980,0.0071906354515050164
4454,ms_10,4/21/20,M,Trauma,Stressor,Trauma,534,Supratrigeminal nucleus,SUT,987,"Pons, motor related",900,33,1.0,hindbrain,10567,0.003122929876029147
4455,ms_10,4/21/20,M,Trauma,Stressor,Trauma,12,Interfascicular nucleus raphe,IF,165,Midbrain raphe nuclei,861,48,1.0,midbrain,2156,0.022263450834879406
4456,ms_10,4/21/20,M,Trauma,Stressor,Trauma,7,Principal sensory nucleus of the trigeminal,PSV,1132,"Pons, sensory related",873,49,1.0,hindbrain,70385,0.00069617105917454
4457,ms_10,4/21/20,M,Trauma,Stressor,Trauma,675,"Agranular insular area, ventral part, layer 6a",AIv6a,119,"Agranular insular area, ventral part",295,50,1.0,cortical_plate,6165,0.008110300081103
4458,ms_10,4/21/20,M,Trauma,Stressor,Trauma,1041,Paraflocculus,PFL,1073,Hemispheric regions,1068,50,1.0,cerebellum,356892,0.00014009840511975611
4459,ms_10,4/21/20,M,Trauma,Stressor,Trauma,643,"Posterior auditory area, layer 2/3",AUDpo2/3,1027,Posterior auditory area,145,60,1.0,cortical_plate,3137,0.01912655403251514
4460,ms_10,4/21/20,M,Trauma,Stressor,Trauma,685,Ventral medial nucleus of the thalamus,VM,637,Ventral group of the dorsal thalamus,645,58,1.0,diencephalon,47254,0.001227409319845939
4461,ms_10,4/21/20,M,Trauma,Stressor,Trauma,601,"Anterolateral visual area, layer 6a",VISal6a,402,Anterolateral visual area,169,56,1.0,cortical_plate,7715,0.0072585871678548285
4462,ms_10,4/21/20,M,Trauma,Stressor,Trauma,1086,"Primary somatosensory area, trunk, layer 4",SSp-tr4,361,"Primary somatosensory area, trunk",89,55,1.0,cortical_plate,6378,0.008623392913138916
4463,ms_10,4/21/20,M,Trauma,Stressor,Trauma,59,Intermediodorsal nucleus of the thalamus,IMD,444,Medial group of the dorsal thalamus,684,48,1.0,diencephalon,9498,0.00505369551484523
4464,ms_10,4/21/20,M,Trauma,Stressor,Trauma,1029,Posterior limiting nucleus of the thalamus,POL,138,Lateral group of the dorsal thalamus,670,55,1.0,diencephalon,6759,0.00813729841692558
4465,ms_10,4/21/20,M,Trauma,Stressor,Trauma,255,Anteroventral nucleus of thalamus,AV,239,Anterior group of the dorsal thalamus,675,55,1.0,diencephalon,26109,0.0021065532957983838
4466,ms_10,4/21/20,M,Trauma,Stressor,Trauma,442,"Retrosplenial area, dorsal part, layer 1",RSPd1,879,"Retrosplenial area, dorsal part",326,54,1.0,cortical_plate,30893,0.0017479687955200207
4467,ms_10,4/21/20,M,Trauma,Stressor,Trauma,377,"Posterolateral visual area, layer 6a",VISpl6a,425,Posterolateral visual area,197,54,1.0,cortical_plate,9301,0.005805827330394581
4468,ms_10,4/21/20,M,Trauma,Stressor,Trauma,280,Barrington's nucleus,B,987,"Pons, motor related",891,53,1.0,hindbrain,2272,0.023327464788732395
4469,ms_10,4/21/20,M,Trauma,Stressor,Trauma,628,Nucleus of the optic tract,NOT,1100,Pretectal region,839,52,1.0,midbrain,5492,0.009468317552804079
4470,ms_10,4/21/20,M,Trauma,Stressor,Trauma,805,"posteromedial visual area, layer 1",VISpm1,533,posteromedial visual area,200,52,1.0,cortical_plate,11155,0.004661586732406992
4471,ms_10,4/21/20,M,Trauma,Stressor,Trauma,1044,Peripeduncular nucleus,PP,864,"Thalamus, sensory-motor cortex related",656,51,1.0,diencephalon,2799,0.01822079314040729
4472,ms_10,4/21/20,M,Trauma,Stressor,Trauma,970,"Paragigantocellular reticular nucleus, dorsal part",PGRNd,938,Paragigantocellular reticular nucleus,974,15,1.0,hindbrain,9881,0.001518064973180852
4473,ms_10,4/21/20,M,Trauma,Stressor,Trauma,872,Dorsal nucleus raphe,DR,165,Midbrain raphe nuclei,865,55,1.0,midbrain,8056,0.00682720953326713
4474,ms_10,4/21/20,M,Trauma,Stressor,Trauma,689,Ventrolateral preoptic nucleus,VLPO,141,Periventricular region,755,47,1.0,diencephalon,1968,0.023882113821138213
4475,ms_10,4/21/20,M,Trauma,Stressor,Trauma,233,"Anterolateral visual area, layer 5",VISal5,402,Anterolateral visual area,168,46,1.0,cortical_plate,14082,0.0032665814514983666
4476,ms_10,4/21/20,M,Trauma,Stressor,Trauma,127,Anteromedial nucleus,AM,239,Anterior group of the dorsal thalamus,676,46,1.0,diencephalon,21509,0.0021386396392207912
4477,ms_10,4/21/20,M,Trauma,Stressor,Trauma,1126,"Tuberomammillary nucleus, dorsal part",TMd,557,Tuberomammillary nucleus,770,34,1.0,diencephalon,936,0.03632478632478633
4478,ms_10,4/21/20,M,Trauma,Stressor,Trauma,511,"Superior colliculus, motor related, intermediate gray layer, sublayer c",SCig-c,10,"Superior colliculus, motor related, intermediate gray layer",831,35,1.0,midbrain,4918,0.0071167141114274095
4479,ms_10,4/21/20,M,Trauma,Stressor,Trauma,155,Lateral dorsal nucleus of thalamus,LD,239,Anterior group of the dorsal thalamus,682,37,1.0,diencephalon,68148,0.0005429359629042672
4480,ms_10,4/21/20,M,Trauma,Stressor,Trauma,874,Parabigeminal nucleus,PBG,339,"Midbrain, sensory related",814,38,1.0,midbrain,5430,0.006998158379373849
4481,ms_10,4/21/20,M,Trauma,Stressor,Trauma,1049,Flocculus,FL,1073,Hemispheric regions,1072,38,1.0,cerebellum,84339,0.0004505626104174818
4482,ms_10,4/21/20,M,Trauma,Stressor,Trauma,1026,"Primary somatosensory area, upper limb, layer 6b",SSp-ul6b,369,"Primary somatosensory area, upper limb",85,38,1.0,cortical_plate,10803,0.0035175414236786077
